,time,pos_x,pos_y,yaw,v_x,v_y,w,a_x,a_y,alpha
77,1713795738.176717,0.018632325048536562,-0.05626785568854364,-2.298919151081023,0.6324520322436143,-1.1321095568617157e-05,0.008560628844275291,-0.12302202617754009,-0.22628403294065347,0.007066510734873802
78,1713795738.2017171,0.03842455270626972,-0.0561892878582622,-2.298923292517951,0.577585126500953,-1.1298829822946332e-05,0.00675265764781982,-0.09346469963388333,-0.22611491846100182,0.005144268963360187
79,1713795738.2267172,0.05810689386699394,-0.05611073295799294,-2.299104951030654,0.6444477932975388,-1.1302927254519188e-05,0.006808175113989286,-0.06473003633405164,-0.2264653391954078,0.004965732239279117
80,1713795738.251717,0.07759377511104029,-0.05563283722029398,-2.2995726190674044,0.7452675920545789,-1.1332396513619863e-05,0.005716041398373103,-0.03680120332548509,-0.2273197310575183,0.0037700945210254735
81,1713795738.2767174,0.09469213152608491,-0.05279949829172857,-2.3003844502817223,0.7236024719693412,-1.1386527980180791e-05,0.005522835886532446,-0.009666684873711695,-0.228662917633131,0.0034311762944084683
82,1713795738.3017175,0.11147479564231866,-0.0498788122863829,-2.3009757533053974,0.6705510877326062,-1.1464937444860546e-05,0.004564642234344485,0.016702991453539526,-0.2304801089758896,0.0024202038674594334
83,1713795738.3267176,0.12818761788943386,-0.04695489788400897,-2.3009460787220593,0.665571308859591,-1.1566804930683919e-05,0.002543843918765556,0.04233573883199944,-0.23275689907836303,0.0004966276716581847
84,1713795738.3517177,0.14498687807963154,-0.044030874423356285,-2.3005953942492114,0.6022251238008912,-1.1691291980876414e-05,-0.000785336557376089,0.06724517055889326,-0.23547926269779373,-0.0025218827169240805
85,1713795738.3767178,0.16168121028572277,-0.04110685726772273,-2.3002697733737043,0.6073316857275326,-1.1837706227814729e-05,-0.0017450037578324458,0.09146172833285983,-0.23863355131843078,-0.0032740185106080693
86,1713795738.401718,0.17849856035941708,-0.03818285037864971,-2.2999621523874576,0.6668201381924503,-1.2005374835807187e-05,-0.002713598770691436,0.11500473249317189,-0.24220648846746234,-0.004001448897609304
87,1713795738.426718,0.19542121100936305,-0.03525885359467909,-2.299808968834008,0.6814559268067376,-1.2193643457803285e-05,-0.006079741638124686,0.13788678557189896,-0.24618516446245048,-0.006863571507196648
88,1713795738.451718,0.21213488339688666,-0.03226419084093243,-2.300022991463955,0.6808003710983576,-1.2401858971880161e-05,-0.006240874971348982,0.1601296666165804,-0.25055703067515434,-0.006699065502081561
89,1713795738.4767182,0.22580144838969535,-0.027626458507560216,-2.300416513560723,0.6385970656629117,-1.2629042654083503e-05,-0.005525423314681722,0.18175048961446466,-0.2553098933887857,-0.005747093771192864
90,1713795738.5017183,0.23927799330794144,-0.022927797240934987,-2.3006922422595895,0.6096167527418828,-1.2875350594082277e-05,-0.007531067615481231,0.20277188645856214,-0.2604319073129696,-0.00730591482979789
91,1713795738.5267184,0.2527720277029532,-0.018226884831536037,-2.3006624719598783,0.6263941377069103,-1.3139834442644008e-05,-0.005337313561528169,0.22321424294348383,-0.2659115688265103,-0.00498277223555939
92,1713795738.5517185,0.2663515576730264,-0.013525897239725044,-2.3004393760440003,0.696989055718184,-1.3421913726597429e-05,-0.005782579132883634,0.2430955931909626,-0.27173770899416616,-0.005162341953591761
93,1713795738.5767186,0.2800339298242893,-0.008824914907557619,-2.3004574357769596,0.6974866712431393,-1.3721037929025764e-05,-0.006359745295479427,0.2624237775941418,-0.27789948641053075,-0.005453416824586573
94,1713795738.601719,0.29359019480774956,-0.004123940689467751,-2.300648068919702,0.7004080316661647,-1.4036806947750197e-05,-0.0058789551584386675,0.28122090419310924,-0.28438637989426796,-0.004767315149171634
95,1713795738.6267188,0.3071461520074735,0.0005770260470480491,-2.300797780239654,0.624018971790059,-1.4368164842053915e-05,-0.004636629481906573,0.2994971041402086,-0.2911881812101022,-0.003417473915022719
96,1713795738.6517189,0.32059870272387714,0.00646798421336956,-2.3006894991300118,0.6144834771025023,-1.4715134770490121e-05,-0.0036490041725351576,0.3172790180064224,-0.2982949874348247,-0.002360990517158948
97,1713795738.676719,0.3342717198592663,0.015147516204559647,-2.3002366900316242,0.661806211886161,-1.507658733251871e-05,-0.0027095675102091605,0.33458101197691265,-0.30569719369794873,-0.0013966338269436002
98,1713795738.701719,0.3480582777719414,0.023930463312444448,-2.2998250300713927,0.6985889008515273,-1.545321418012016e-05,-0.0007969210269608371,0.35141282068772384,-0.31338548561632296,0.0004143417217212864
99,1713795738.7267191,0.36182945876378986,0.03271723920973603,-2.2997515156992354,0.690678438622079,-1.584393747031121e-05,3.873485494838554e-05,0.3677863620166783,-0.3213508318810898,0.00115963283496923
100,1713795738.7517192,0.37551720188720045,0.04150415067282261,-2.299778126175471,0.6616375621277187,-1.6248289104240504e-05,0.005092162952117454,0.3837174690001721,-0.3295844768629178,0.005733294303521899
101,1713795738.776719,0.3891626408510164,0.05029106107737744,-2.2998910408013336,0.6078066245683462,-1.6665678555061875e-05,0.005694698197477346,0.3992195073412342,-0.3380779333036502,0.006023630633622525
102,1713795738.8017194,0.4027606389566029,0.059077964967301846,-2.3002825925591868,0.6090946616531099,-1.7096327206880813e-05,0.004632628350164585,0.4143116126956476,-0.3468229749436745,0.004775543895271104
103,1713795738.8267195,0.41645907133448606,0.06786486321543339,-2.300723539968671,0.692058861814955,-1.7538865954722094e-05,0.002692456585271746,0.4290084176343896,-0.3558116295963364,0.002778385490940095
104,1713795738.8517196,0.4305956367344627,0.07293251041156686,-2.3006620457409994,0.6990937503699253,-1.799444166665498e-05,0.001259443249767103,0.443310544870902,-0.36503617184322174,0.0013357000002568269
105,1713795738.8767197,0.4456491567731129,0.0641796202425175,-2.3001798550643286,0.694561164463097,-1.8464044707070665e-05,0.001633398554884077,0.457234983461362,-0.3744891162031191,0.0016167498431225212
106,1713795738.9017198,0.46071523640169676,0.0549141518891208,-2.2996128327558085,0.6905630243639016,-1.894168956659975e-05,0.002495185120567994,0.4707943569951951,-0.3841632102933827,0.0023331430964564958
107,1713795738.92672,0.4757826983750273,0.0456296680243256,-2.2997015915272687,0.6156791757326329,-1.9430089511409537e-05,0.000687997943655307,0.4839947517999195,-0.39405142810443505,0.0005649493936925891
108,1713795738.95172,0.490718916593689,0.03634447394323129,-2.300148990895915,0.6465032285108052,-1.9929016031827035e-05,-0.004869617969240018,0.4968603719102062,-0.4041469634329392,-0.004571832884753615
109,1713795738.97672,0.5058462054369911,0.02705924870624098,-2.300604458290202,0.6983745453344281,-2.0438138656521387e-05,-0.007351752268769352,0.509395405900026,-0.41444322344484763,-0.006645117815673541
110,1713795739.0017202,0.5210195374193638,0.01777401764955647,-2.3010884793824347,0.7004473917940298,-2.089766088601147e-05,-0.008515075300297036,0.504317852435431,-0.4224743425085933,-0.0074099545797481235
111,1713795739.0267203,0.5361017879739461,0.008488838871772172,-2.301403349179661,0.614305244314923,-2.129370471626313e-05,-0.008361109247557947,0.499483248993537,-0.4302916347489525,-0.006927196641000306
112,1713795739.0517204,0.5532043124713566,0.0021937124453120472,-2.3015454392891534,0.5853717351590313,-2.1678459170216408e-05,-0.009196383445340437,0.49489470337362634,-0.4379017878247252,-0.007378390903018562
113,1713795739.0767205,0.579105207304262,0.007790483622005897,-2.3016068789406927,0.6416258902905487,-2.2050886192826608e-05,-0.010728827145162852,0.49054655316345164,-0.4453112858143421,-0.008451885578728289
114,1713795739.1017206,0.6054902238273593,0.013828303395193996,-2.3015961188192113,0.6021699841962329,-2.2416188505205298e-05,-0.011116546097582048,0.4864178934845856,-0.4525264148897909,-0.008421125395781241
115,1713795739.126721,0.6317159261924624,0.019882484985782666,-2.301776778876578,0.6822755327608775,-2.2772250830801338e-05,-0.011264582564656327,0.4825177113461184,-0.4595532688767347,-0.00817025152604549
116,1713795739.1517208,0.6581572162882448,0.025937278375527808,-2.30231228334491,0.6775328900988531,-2.3118401364197877e-05,-0.009344131929918372,0.47882372973358955,-0.46639775487164936,-0.0060214223435248754
117,1713795739.1767209,0.6844492823001026,0.03199209808644792,-2.3030429252780498,0.6767218404505622,-2.345623779531278e-05,-0.008536326533687083,0.47533601081271337,-0.47306559826168615,-0.004997296880115411
118,1713795739.201721,0.7107430926057694,0.03804692307853476,-2.303514653038059,0.6749372462513901,-2.378516531357719e-05,-0.005047896371145898,0.47204769553283954,-0.4795623482816157,-0.0015458184775355528
119,1713795739.226721,0.737035172651403,0.04410175224104685,-2.303701066517998,0.6784161195967877,-2.4105676342776883e-05,-0.0020016885890780734,0.468952960286875,-0.48589338295954754,0.0013385802587385577
120,1713795739.2517211,0.7627468826489789,0.04832150127820996,-2.303692812956619,0.6873524825986411,-2.4418476175902537e-05,0.002076325352960597,0.4660457160084633,-0.49206391414139394,0.005043550345898288
121,1713795739.2767212,0.7851849827810863,0.04232824853925057,-2.3028722693327666,0.589816500104597,-2.4725392079753827e-05,0.007178237614030648,0.4633117846891792,-0.49807899236175607,0.009522820299155674
122,1713795739.301721,0.8073043838369812,0.03595622219377543,-2.301386344829144,0.55899348304244,-2.5022064513630093e-05,0.011878768387083884,0.46075848507043843,-0.5039435116481542,0.013424182059611555
123,1713795739.3267214,0.829535600115068,0.029570150819598646,-2.29942867017328,0.4730998059252957,-2.5311958825328246e-05,0.01515386454429116,0.4583711222772545,-0.509662213964771,0.015827822149285572
124,1713795739.3517215,0.8516688649741246,0.02318356259841939,-2.297115567019588,0.3876343083985748,-2.5593957215405e-05,0.017553797404212788,0.45614855483607464,-0.5152396940944156,0.017311194246881583
125,1713795739.3767216,0.8737992995264249,0.016796958267358858,-2.294774507518358,0.29673761346231176,-2.5869249350312512e-05,0.020861635034914318,0.4540851442656609,-0.5206804036819164,0.019566155567758706
126,1713795739.4017217,0.8959195681125744,0.010410356515274242,-2.293095177775625,0.20787628688235427,-2.6137814175597462e-05,0.022458597701553992,0.452176412837708,-0.5259886557036013,0.020136822690065184
127,1713795739.4267218,0.9180433034746293,0.004023757935557964,-2.2924354757643846,0.192213120219435,-2.6399863640766408e-05,0.023010667857962786,0.45042272692943,-0.5311686286053796,0.019717285948504568
128,1713795739.451722,0.9328494700254253,0.0011072957773907068,-2.2920669777849083,0.1148924386106186,-2.66547704212243e-05,0.02116136714866031,0.4488092249526107,-0.5362243703671296,0.01709583538832022
129,1713795739.476722,0.9386508394721772,0.002332462065478794,-2.2917746184731422,0.06153397207965272,-2.6903404547962834e-05,0.0170118340896996,0.4473377973119664,-0.5411598024512457,0.012466372781148191
130,1713795739.501722,0.9441626817838902,0.0037112349007057278,-2.291554569377537,0.034272959953620674,-2.7147077965718885e-05,0.01249122517918677,0.4460041076677439,-0.5459787236450963,0.0077065961944971385
131,1713795739.5267222,0.9497121725893736,0.005095707364355056,-2.29154237496381,0.020381587490208734,-2.738505697928023e-05,0.009257891128500815,0.4448028581284122,-0.5506848138028546,0.0043580895281614095
132,1713795739.5517223,0.9552878501823604,0.006480393835265866,-2.2918046553588374,0.014268906571215774,-2.7617487511670535e-05,0.0056207609884091165,0.4437294447037219,-0.5552816374758275,0.0007905186800621256
133,1713795739.5767224,0.9608789223061129,0.00786509078126455,-2.2921598520689144,0.0111734322572144,-2.7844543611023342e-05,0.002239540648015523,0.4427794695966504,-0.559772647442089,-0.0023756086888347947
134,1713795739.6017225,0.9664761577033686,0.009249790573598624,-2.2925348608352936,0.005016548370862305,-2.8066395079621997e-05,-0.005628468037468519,0.441948576224483,-0.5641611881358037,-0.009551397949716283
