,time,pos_x,pos_y,yaw,v_x,v_y,w,a_x,a_y
29,1713795736.8317091,-0.4141230897806305,-0.032363104889970684,-2.2980699084323546,0.0001288373210574889,-0.0027997503716388683,-7.2383239976464635e-06,0.06943353592098293,-0.22652713306275213
30,1713795736.8517091,-0.40908635133852667,-0.03285864162876258,-2.2981154081154584,0.0001296042022514935,-0.002815661121577136,-7.106120639614753e-06,0.06985501502692028,-0.2278119574321198
31,1713795736.871709,-0.41343047662503823,-0.031986398512147886,-2.2981526324238852,0.00012863335946215423,-0.002830087552408795,-6.677721259057475e-06,0.0702435370413578,-0.2289901950079608
32,1713795736.891709,-0.42127585232065434,-0.030512772621928197,-2.298184987727588,0.00012852425830154582,-0.002843307964633222,-6.169857335636521e-06,0.07060102986560335,-0.23006818416099603
33,1713795736.911709,-0.42913442295922,-0.02899348006654298,-2.2982132842413936,0.0001290652226046702,-0.002855441650102968,-5.636516388752969e-06,0.07092924877738328,-0.23105169439593298
34,1713795736.931709,-0.43699905832206304,-0.02746546567236524,-2.2982391524049564,0.00012961567470979284,-0.002866507478397593,-5.149988423548445e-06,0.07122981938686783,-0.23194599685513154
35,1713795736.951709,-0.44486980003470106,-0.025930388424709763,-2.298273454955907,0.00013012307672390674,-0.0028765432433183885,-5.133345000573109e-06,0.07150423631528209,-0.23275592445990953
36,1713795736.971709,-0.45274658012340324,-0.02438829053131056,-2.298312863896126,0.00013058533214140174,-0.0028855953035564043,-5.326031489089831e-06,0.0717538739617901,-0.23348591912143724
37,1713795736.991709,-0.4606293182609874,-0.022839145379134645,-2.2983687534013932,0.00013100437925697185,-0.002893711000735426,-6.127688502433046e-06,0.07197999899623075,-0.23414007322500596
38,1713795737.011709,-0.4685177930757714,-0.02128292996926153,-2.298428099812066,7.093956127490666e-05,-0.0028988132678483425,-6.851235404142873e-06,0.03910664140311742,-0.23454731337448298
39,1713795737.031709,-0.4764119018649923,-0.01971958050581356,-2.2984824075494785,1.3753207706546002e-05,-0.0029045385915867396,-7.1770160026757615e-06,0.007888835721632178,-0.2350091427484197
40,1713795737.051709,-0.48333222420957145,-0.018249929740720275,-2.2985302066395907,-4.039085498399006e-05,-0.0029109028800526314,-7.153625503080975e-06,-0.021756965675381105,-0.23552324691318088
41,1713795737.071709,-0.4811327741981003,-0.017725365461814194,-2.2985731424903424,-9.032900280758023e-05,-0.0029179860434353187,-6.941483919688935e-06,-0.04990833886427559,-0.23608746427850688
42,1713795737.091709,-0.47891754469781683,-0.01728795477874938,-2.298614925326428,-0.00013917139650903947,-0.0029255935698452437,-6.740457049147559e-06,-0.07663733509048822,-0.23669976576328672
43,1713795737.1117089,-0.4767028457441101,-0.01685449679208987,-2.298655419675551,-0.00018566008583780023,-0.0029337355194266994,-6.54210526423288e-06,-0.10201110849302723,-0.23735825556860426
44,1713795737.1317089,-0.4744882964309012,-0.01642116366631211,-2.298695110623515,-0.00022979114796715418,-0.002942412300480676,-6.36516314128908e-06,-0.12609234351751453,-0.23806115040579434
45,1713795737.1517088,-0.47227380951269277,-0.01598778845943958,-2.2987266867359337,-0.00015152906603261955,-0.0029516121455954196,1.2795980115136365e-05,-0.14893887796627467,-0.23880676951917276
46,1713795737.1717088,-0.4700586235749815,-0.015554400228787785,-2.298752109130717,0.001656762588892106,-0.0029613188942782245,3.1006421574030846e-05,-0.17059535041784318,-0.23959352603551526
47,1713795737.1917088,-0.46784223851050616,-0.015121172260592534,-2.2987008864171883,0.007603317774633597,-0.002971515306560985,2.0679099828865318e-05,-0.1910983378465992,-0.2404199190097093
48,1713795737.2117088,-0.4656268999201703,-0.0146882647811031,-2.298301672654421,0.015354783181866088,-0.002982184260132693,5.785923888995916e-05,-0.21051207190267607,-0.24128452622447327
49,1713795737.2317088,-0.4634124717113906,-0.01425545873079466,-2.2977417308648,0.023094363172784863,-0.002993309208913033,-9.678216607621345e-05,-0.22889398419678758,-0.24218599772530067
50,1713795737.2517087,-0.46119772647027546,-0.01382261201833763,-2.29745315207369,0.03163963374362923,-0.0030048743624716363,-0.00013247230123153726,-0.24628173827154523,-0.24312305002671109
51,1713795737.2717087,-0.45979386886363194,-0.017069409595705073,-2.2976171797810374,0.0375378379452775,-0.003017314333574027,-7.343766466480137e-05,-0.2627377228212772,-0.24409446544647986
52,1713795737.2917087,-0.4584639467967871,-0.0206598612638638,-2.298074491522367,0.03986127941517116,-0.0030299311172425954,-0.0006088810440671621,-0.278305350544101,-0.245099057249059
53,1713795737.3117087,-0.457131712725205,-0.02424881597853549,-2.2986872495309467,0.04489202031739734,-0.003042813576679966,-0.0026583734721985297,-0.29298051811366327,-0.2461357212460675
54,1713795737.331709,-0.4557993237245922,-0.027820100549372694,-2.2993309823890438,0.04777966742327498,-0.0030560276898835064,-0.0050713860635740035,-0.3068285417872935,-0.24720339812840517
55,1713795737.351709,-0.45446371928353224,-0.03137288408972886,-2.299886449258927,0.049993259918603594,-0.003069593002399962,-0.0067797883689191245,-0.31987226122868717,-0.2483010707369802
56,1713795737.3717086,-0.45312582837557086,-0.03490732801527588,-2.3003972428650634,0.050991827595357093,-0.003083509809995961,-0.007915520956219047,-0.33214579919928444,-0.24942776286839993
57,1713795737.3917086,-0.4517857598325747,-0.0384235293083309,-2.300895279200944,0.050055870665099735,-0.0030977712387180055,-0.008733491204665288,-0.3436827490795186,-0.2505825372988867
58,1713795737.4117086,-0.4504430195219301,-0.04192160926923617,-2.301140200843777,0.04746516540185701,-0.0031123679614707463,-0.009433640355428609,-0.35450891482449426,-0.2517644935877692
59,1713795737.4317086,-0.44909824607493254,-0.045401700872323196,-2.3009684596545488,0.04218433855109694,-0.003127289953175549,-0.009861827428633138,-0.3646570305818208,-0.2529727659243866
60,1713795737.4517086,-0.4477477506829504,-0.04886405538031998,-2.300549873106748,0.04048634267741575,-0.003142527207205147,-0.010295323257595333,-0.37411303615734753,-0.2542065211133538
61,1713795737.4717083,-0.44717012356984126,-0.0502512264384109,-2.2999286877894995,0.04367429491513336,-0.0031578188749036545,-0.010351465541766263,-0.3828939363043675,-0.25546495424117366
62,1713795737.4917085,-0.4467575335021594,-0.051092980290063976,-2.2991924952815106,0.05756950743320871,-0.003173496875718552,-0.009950664628470603,-0.3909879567823875,-0.25674730311479427
63,1713795737.5117085,-0.44634298877022593,-0.05191996983360245,-2.2985191469281605,0.07820162819563978,-0.003189560590084544,-0.007656532984920255,-0.39844406576336955,-0.25805281882738823
64,1713795737.5317085,-0.44592735554143725,-0.05274875381521916,-2.2981940569848276,0.10735028262718647,-0.003205941800068863,-0.005166268836044924,-0.4052738064896493,-0.25938077771098556
65,1713795737.5517085,-0.4455135155854995,-0.05357986806604421,-2.2983729722739255,0.14103380493419465,-0.00322260726721564,-0.0035098092366967768,-0.4115236906193669,-0.26073048314868535
66,1713795737.5717084,-0.4451063037030782,-0.054412960107817036,-2.298922281503621,0.165751862577561,-0.0032395391732198573,-0.002861082845321528,-0.4172971102544212,-0.26210126302469733
